	Part of Speech	main_word	main_word_id	main_word_GLOSS	2nd_word	2nd_word_id	2nd_word_GLOSS	3rd_word	3rd_word_id	3rd_word_GLOSS	ready?	who_collected	comment	lexeme_id	Gender	Attributive	Orthography	Lexical entry	No stress	Glossing label	comment_to_appear	meaning_1	meaning_1_rus	diathesis_1	example_1	example_1_cyr	example_1_rus	meaning_2	meaning_2_rus	diathesis_2	example_2	example_2_cyr	example_2_rus	meaning_3	meaning_3_rus	diathesis_3	example_3	example_3_cyr	example_3_rus	meaning_4	meaning_4_rus	diathesis_4	example_4	example_4_cyr	example_4_rus	who_compiled	elicited_day	elicited_month	elicited_year	updated_day	updated_month	updated_year	filename	speaker_name	gender	year_of_birth	lexcauc_id	swadesh_id	j/h	PFV.3	IPFV.3	INF.3	IMP.3	PROH.3	HPL/APL	Co-verbal form	Adverbial form	Lexical Entry
283	noun										1.0	AA		n281	4	ɢalɨjid	къала	ɢalá	ɢala	tower		tower	башня		ɢalɨja saʔ batʼrad rɨš riʔi	къалыйа саъ батӀрад рыш риъи	Из башни красавица смотрит																			KF	10.0	8	2023.0					Назиле	f		1110											
284	noun										1.0	AA		n282	4	ɢalɐjid	къалай	ɢaláj	ɢalaj	tin		tin	олово		ewel ɢabɨr qa arij ɢalɐjikʷan	евел къабыр хъа арий къала̂йикван	Раньше посуду ремонтировали оловом																			KF	10.0	8	2023.0					Назиле	f		742											
58	adjective										1.0	AI		a33			къалинды	ɢalíndɨ	ɢalindɨ	thick2		thick (matter, paper, dough)	толстый (о материи, бумаге, тесте)		direktora kilxera ɢalindɨ kʲaʁata ; zas haʔ xu ɢalinana ; zas qʼata xu ɢalinana	директора килхьера къалинды кʼагъата ; зас гьаъ хьу къалинана ; зас кьата хьу къалинана	Директор пишет на толстой бумаге ; Испеки мне хлеб потолще ; Нарежь мне хлеб потолще																				15.0	8.0	2023.0					Magomed	m	Khanum										ɢalina	ɢalinana	
285	noun										2.0	AI		n283	3	ɢamčíjed	къамчи	ɢamčí	ɢamči	whip		whip	кнут		izdɨ hejwanaχda ɢamčí ani wii	изды гьейванахда къамчи́ ани вии	У моей лошади есть кнут																			KF	6.0	8	2023.0					Nazile	f		804											
122	verb										1.0	KF	грызть -- отрицает	v34			къапхыр	ɢápχɨr	ɢapχɨr	PV-chop		chop	измельчать (тмин, гвоздику, перец), дробить		heš ɢapχa	гьеш къапха	Измельчи тмин	crack	колоть (орехи)		zad χik ɢawraχara	зад хик къаврахара	Я колю орех	eat a lot	обжористо кушать		mahaˤmad uliχdɨ litxur ɢaraχara	магьаӀмад улихды литхьур къарахара	Магомед жрёт всё, что попадёт под руку															Нурулла						ɢápχɨr	ɢawráχara	ɢápχas	ɢápχa	ɢamáwrɨχ	*			
286	noun										1.0	AI		n284	3	ɢárgɨd	къарг	ɢarg	ɢarg	ram		ram	баран		jed ɢarg qɨwgɨra hubgas	йед къарг хъывгыра гьубгас	Мы привели резать барана																			KF	6.0	8	2023.0					Nazile	f		151											
105	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	ɢarʁɨš		ɢarʁɨš				1.0	TM		cv55			къаргъыш гьыъыр (4)		ɢarʁɨš hɨʔɨr (4)	ɢarʁɨš do		damn, curse	проклинать, ругать последними словами	erg, post-ess	ɢunšijera ɢunšijaχda ɢarʁiš haʔara	къуншийера къуншийахда къаргъиш гьаъара	Один сосед другого поносит																			TM	11.0	8	2023.0					Nurula														ɢarʁɨ́š hɨʔɨr (4)
287	noun										1.0	AI		n285	2	ɢaríjed	къари	ɢarí	ɢari	wife		wife	жена		hile riʔi wɨdɨ ɢarí?	гьиле риъи выды къари́?	Где твоя жена?																			KF	6.0	8	2023.0					Nazile	f		73											
106	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	ɢarí	n285	wife				1.0	TM		cv54			къари рыъыр (2)		ɢari rɨʔɨr (2)	wife do		marry off (a man)	женить	erg, dat	zas duχarɨs ɢari riʔɨraj	зас духарыс къари риъырай	Я женил сына																			TM	10.0	8	2023.0					Aga														ɢari rɨʔɨr (2)
107	complex verb	qawɨ́ʔɨr	v118	RE-do	ɢarí	n285	wife				1.0	TM		cv53			къари хъарыъыр (2)		ɢari qarɨʔɨr (2)	wife RE-do		marry (as man)	жениться	erg	zad šes ɢari qarɨʔɨraj	зад шес къари хъарыъырай	Я в прошлом году женился																			TM	10.0	8	2023.0					Aga														ɢari qarɨʔɨr (2)
288	noun										1.0	AI		n286	3	ɢatírad	къатир	ɢatír	ɢatir	mule		mule	мул		ixdɨ ɢatírakwan us qixera	ихьды къати́ракван ус хъихьера	Наш мул таскает дрова																			KF	6.0	8	2023.0					Nazile	f		167											
289	noun										1.0	AA		n287	3	ɢačilɨd ~ ɢačildɨ	къач	ɢač	ɢač	eyebrow		eyebrow	бровь		diddɨ ɢačbɨr qʼasa jišira	дидды къачбыр кьаса йишира	У отца брови поседели																			KF	10.0	8	2023.0					Назиле	f		289											
290	noun										1.0	AA		n288	1	ɢačáχad	къачах	ɢačáχ	ɢačaχ	outlaw		outlaw	разбойник		ixdɨ dama ɢačaχar ani diʔi	ихьды дама къачахар ани диъи	У нас в лесу разбойники																			KF	10.0	8	2023.0					Назиле	f													
291	noun										1.0	AA		n289	4	ɢaˤbɐ́jed	къаӀбай	ɢaˤbáj	ɢaˤbaj	chaff		chaff	мякина, шелуха		semɨčkajed ɢaˤbajbɨr xačʼidxa	семычкайед къаӀбайбыр хьачӀидхьа	Шелуху из семечек выкидывайте																			KF	10.0	8	2023.0					Назиле	f		629											
59	adjective										1.0	AI	*ɢɨˤr ; ɢɨˤrkid/ɢaˤrkid -- строе lexical entry	a38			къаӀркид	ɢaˤrkid	ɢaˤrkid	warm		warm	теплый (о жидкостях; не холодный, чуть нагретый)		mi čej ɢaˤrkid ; rɨqʼ ɢaˤrkina saptawa	ми чей къаӀркид ; рыкь къаӀркина саптава	Этот чай теплый ; Оставь суп теплым																				15.0	8.0	2023.0					Magomed	m	Said, Nazile										NO FORM	ɢaˤrkina	
292	noun										1.0	AA		n290	3	ɢaˤcʼaldɨ	къаӀцӀ	ɢaˤcʼ	ɢaˤcʼ	tongs		tongs	щипцы для углей		ɢaˤcʼɨlɨkʷan pešaː qʼɨšen lewšur simawara awa	къаӀцӀылыкван пешаа кьышен левшур симавара ава	Возьми щипцами уголь из печки и закидывай в самовар																			KF	10.0	8	2023.0					Назиле	f		731											
293	noun										1.0	AI		n291	4	ɢerád	къер	ɢer	ɢer	dandruff		dandruff	перхоть		izdɨ rišed huqle ɢer ani i	изды ришед гьухъле къер ани и	У моей девочки на голове перхоть																			KF	6.0	8	2023.0					Nazile	f		261											
294	noun										1.0	AI		n292	4	ɢizíled	къизил	ɢizíl	ɢizil	gold		gold	золото		ɢizíl tamɨzdɨ jiʔi ; mi ɢizílek tamɨzdɨ jiʔi ; mid tʼɨlijadɨ ɢizíled xedɨwɨra	къизи́л тамызды йиъи ; ми къизи́лек тамызды йиъи ; мид тӀылийады къизи́лед хьедывыра	Золото чистое ; Это золото чистое ; Это кольцо покрыто золотом																			KF	7.0	8	2023.0					Nurulla	m		737											
123	verb										1.0	KF		v35			къипкур	ɢípkur	ɢipkur	PV-knead		knead	замешивать (тесто), разводить толокно		ɢarijera lɨzɨž ɢitkur	къарийера лызыж къиткур	Хозяйка тесто замесила	press skin	жать шкуру, чтобы получилась кожа		qʼɨdɨqʼ ʁɨˤdíle hišin badana ɢitkur hɨgara	кьыдыкь гъыӀди́ле гьишин бадана къиткур гьыгара	Чтобы шкура стала мягкой, её нужно жать																					Нурулла						ɢípkur	ɢiwrǘkara	ɢípkʷas	ɢípkʷa	ɢiméwrükʷ	*			
295	noun										1.0	AI		n293	4	ɢirʁɨ́d	къирагъ	ɢiráʁ	ɢiraʁ	edge		edge	край		zad liχira tarilka ɢirʁɨ́ ~ ɢiráʁde	зад лихира тарилка къиргъы́ ~ къира́гъде	Я поставила тарелку на край стола																			KF	6.0	8	2023.0					Nazile	f		873											
108	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	ɢirmiš		ɢirmiš				1.0	TM	ɢirma - дробь ; со стать нет	cv65			къирмиш выъыр		ɢirmiš wɨʔɨr	ɢirmiš do		kill with a pellet gun	убивать выстрелом дробью	erg, abs	izdɨ dide ʁirar ɢirmiš hiʔir	изды диде гъирар къирмиш гьиъир	Мой отец дробью застрелил зайцев																			TM	8.0	8	2023.0					Nazile														ɢirmíš wɨʔɨr
296	noun										1.0	AI		n294	4	ɢowɨ́d	къов	ɢow	ɢow	ceiling		ceiling	потолок		ɢowɨk lʲaʔ saʔ qine wiʔi lampočka	къовык лʼаъ саъ хъине виъи лампочка	На потолке висит лампочка																			KF	7.0	8	2023.0					Nurulla	m		571											
297	noun										1.0	AI		n295	3	ɢujéd	къуй	ɢuj	ɢuj	pit		pit	яма		vedrɐjed xura ɢujde	vедра̂йед хьура къуйде	Ведро упало в яму																			KF	7.0	8	2023.0					Nurulla	m		901											
298	noun										1.0	AI		n296	4	ɢumɨ́jid	къум	ɢum	ɢum	sand		sand	песок		ɢümejiχda girkʼɨra	къуьмейихда гиркӀыра	Он залез в песок																			KF	7.0	8	2023.0					Nurulla	m		5											
299	noun										1.0	AI		n297	1	ɢunšíjed	къунши	ɢunší	ɢunši	neighbor		neighbor	сосед		zɨ ɢunšíjekʷan mɨˤχa ʁɨχɨraj	зы къунши́йекван мыӀха гъыхырай	Я с соседом поехал в Рутул																			KF	7.0	8	2023.0					Nurulla	m		1097											
300	noun										2.0	AI		n298	4	ɢurʁúšined	къургъушин	ɢurʁúšin	ɢurʁušin	lead		lead	свинец		čʼirɨd qʼanʲaχda git šunurbɨr ɢurʁúšined jiʔi	чӀирыд кьанʼахда гит шунурбыр къургъу́шинед йиъи	Подземный кабель сделан из свинца																			KF	7.0	8	2023.0					Nurulla	m		741											
109	complex verb	wišír	v202	become	ɢurmiš		ɢurmiš				1.0	TM		cv66			къурмиш вишир		ɢurmiš  wišir	ɢurmiš become		start (intr), of a clock	завестись (часы)	abs	saˤʔat ɢurmiš hišira	саӀъат къурмиш гьишира	Часы завели																			TM	8.0	8	2023.0					Nazile														ɢurmíš  wišir
110	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	ɢurmiš		ɢurmiš				1.0	TM		cv67			къурмиш выъыр		ɢurmiš wɨʔɨr	ɢurmiš do		wind up (a clock)	завести (часы)	erg, abs	nine saˤʔat ɢurmiš hɨʔɨra	нине саӀъат къурмиш гьыъыра	Мама часы завела																			TM	8.0	8	2023.0					Nazile														ɢurmíš wɨʔɨr
60	adjective										1.0	AI		a39			къуруд	ɢurúd	ɢurud	dry.adj		dry	сухой		ʁejʁa hawa ɢurud wiʔi ; ɢurud uqʼbɨr wija dawarašis ; jak ɢuruna xak a	гъейгъа гьава къуруд виъи ; къуруд укьбыр вийа даварашис ; йак къуруна хьак а	Сегодня сухая погода ; Дай сухое сено коровам ; Мясо держи в сушёном виде																				15.0	8.0	2023.0					Magomed	m	Nazile										ɢurú	ɢurúna	
111	complex verb	wišír	v202	become	ɢutar		ɢutar				1.0	TM		cv68			къутар вишир		ɢutar wišir	ɢutar become		save oneself	спасаться	abs, sup-el	za ɢačaχar salatʼ dišir, zɨ habišekla guǯera ɢutar hišir	за къачахар салатӀ дишир, зы гьабишекла гуджера къутар гьишир	На меня разбойники напали, я от них еле спасся																			TM	11.0	8	2023.0					Nazile														ɢutár wišir
112	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	ɢutar		ɢutar				1.0	TM		cv69			къутар выъыр		ɢutar wɨʔɨr	ɢutar do		save	спасать	erg, abs, sup-el	zad had ɢutar hɨʔɨr sirɨkla	зад гьад къутар гьыъыр сирыкла	Я его от медведя спас																			TM	11.0	8	2023.0					Nazile														ɢutár wɨʔɨr
301	noun										1.0	AI		n299	4	ɢucʼúd	къуцӀ	ɢucʼ	ɢucʼ	wood_chip		wood chip	щепка		us wucʼaga ɢucʼ lʲaʁura	ус вуцӀага къуцӀ лʼагъура	Когда обтесывают бревно, щепки летают																			KF	7.0	8	2023.0					Nurulla	m		656											
61	adjective										1.0	AI	волк, подушки, но нельзя сказать про небо	a36			къыӀбды	ɢɨˤbdɨ	ɢɨˤbdɨ	grey		grey	серый		mid diwana ʁani i ɢɨˤbdɨ ʁudigenbɨr ; ɢɨˤbdɨ ublira liwir čʼabal ; zas saqqar ɢɨ́ˤb-ana ʁagwɨr	мид дивана гъани и къыӀбды гъудигенбыр ; къыӀбды ублира ливир чӀабал ; зас сахъхъар къы́Ӏб-ана гъагвыр	На этом диване серые подушки лежат ; Серый волк съел овцу ; Я видел (что-то) серое																				15.0	8.0	2023.0					Magomed	m	Nazile										ɢɨˤba	ɢɨˤbana	
113	complex verb	giwxir	v30	UNDER-put	ɢɨˤʁ		ɢɨˤʁ				1.0	TM		cv64			къыӀгъ гивхьир		ɢɨˤʁ giwxir	ɢɨˤʁ UNDER-put		roar	рычать	abs	zad xuʔ kipʼijne, tɨla ɢɨˤʁ giwilʲxera	зад хьуъ кипӀийне, тыла къыӀгъ гивилʼхьера	Когда я собаку провоцирую, она рычит																			TM	11.0	8	2023.0					Nazile														ɢɨˤʁ giwxir
